School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Area,Org_Type,Definition,Authority,CoEd_Status,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Area_Unit,Ward,Col_Id,Col_Name,Longitude,Latitude,Decile,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International
3732,Duntroon School,03 431 2829,03 431 2040,office@duntroon.school.nz,Kathryn Sim,http://www.duntroon.school.nz,Campbell Street,,Duntroon,1 Livingstone Street RD 5K,,Oamaru,9494,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waitaki District,Canterbury Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Duntroon,Corriedale Ward,,,170.68639,-44.856032,9,00:00.0,90,70,4,6,4,5,1,0
3733,East Taieri School,03 489 6737,03 489 6737,etaieri@east-taieri.school.nz,Jennifer Horgan,http://east-taieri.school.nz/,11 Cemetery Road,East Taieri,Mosgiel,11 Cemetery Road,East Taieri,Mosgiel,9024,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,East Taieri,Area Outside Ward,,,170.347113,-45.889784,9,00:00.0,325,280,22,4,8,9,2,0
3736,Fairfield School (Dunedin),03 488 2040,,office@fairfield.school.nz,Greg Lees,http://www.fairfield.school.nz,10 Sickels Street,Fairfield,Dunedin,10 Sickels Street,Fairfield,Dunedin,9018,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Fairfield,Area Outside Ward,,,170.391358,-45.90054,9,00:00.0,451,357,60,2,21,11,0,0
3737,Pembroke School (Oamaru),03 437 0931,03 437 1056,office@pembroke.school.nz,Brent Godfery,http://www.pembroke.school.nz,Harlech Street,,Oamaru,Harlech Street,Oamaru North,Oamaru,9400,Secondary Urban Area,Contributing,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Oamaru North,Oamaru Ward,,,170.982718,-45.078024,3,00:00.0,288,189,27,60,5,5,2,0
3738,Five Forks School,03 432 4110,03 432 4110,,Catherine Bole ,,1403 Kakanui Valley Road,,Waitaki,1403 Kakanui Valley Road RD 15C,,Oamaru,9491,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Maheno,Corriedale Ward,,,170.77056,-45.050513,9,00:00.0,38,32,5,0,1,0,0,0
3739,Flagswamp School,03 465 7296,03 465 7297,office@flagswamp.school.nz,Jason Benoit,,445 Palmerston-Waikouati Road,,Waikouaiti,445 Palmerston-Waikouaiti Road RD 2,,Waikouaiti,9472,Rural Area,Contributing,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Nenthorn,Waihemo Ward,,,170.702892,-45.546507,6,00:00.0,10,6,3,0,1,0,0,0
3740,George Street Normal School,03 474 0825,03 474 0826,office@georgestreet.school.nz,Roderick Galloway,http://www.georgestreet.school.nz,George Street,,Dunedin,989 George Street,Dunedin Central,Dunedin,9016,Main Urban Area,Contributing,Normal School,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,North Dunedin,Area Outside Ward,99208,Dunedin North Community of Learning ,170.511816,-45.858333,9,00:00.0,520,316,44,17,95,33,5,10
3741,Goldfields School (Cromwell),03 445 0326,03 445 1891,office@goldfields.school.nz,Anna Harrison,http://www.goldfields.school.nz,Gilling Place,,Cromwell,25B Gilling Place,,Cromwell,9310,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,Central Otago District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Cromwell,Cromwell Ward,99046,Te Kāhui Ako o ngā awanui,169.186579,-45.043379,8,00:00.0,291,230,37,7,8,8,1,0
3742,Grants Braes School,03 454 4717,03 454 4717,office@grantsbraes.school.nz,Gareth Taylor ,http://www.grantsbraes.school.nz,137 Belford Street,Waverley,Dunedin,137 Belford Street,Waverley,Dunedin,9013,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Vauxhall,Area Outside Ward,,,170.533453,-45.884421,10,00:00.0,272,187,33,8,27,11,5,1
3743,Green Island School,03 488 2314,03 488 4470,secretary@greenisland.school.nz,Steven Hayward,http://www.greenisland.school.nz,3 Howden Street,Green Island,Dunedin,3 Howden Street,Green Island,Dunedin,9018,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Green Island,Area Outside Ward,,,170.429447,-45.904765,6,00:00.0,182,142,24,2,7,7,0,0
3745,Halfway Bush School,03 476 3207,03 476 3207,office@hwb.school.nz,Brian Filipo,http://www.hwb.school.nz,54 Ashmore Street,Halfway Bush,Dunedin,54 Ashmore Street,Halfway Bush,Dunedin,9010,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Halfway Bush,Area Outside Ward,,,170.465977,-45.856996,3,00:00.0,63,26,24,8,2,2,1,0
3746,Hampden School,03 439 4603,03 439 4605,hampden@xtra.co.nz,Matthew Bokser,http://www.hampden.school.nz,41-47 Norwich Street,,Hampden,41-47 Norwich Street,,Hampden,9410,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Hampden,Waihemo Ward,99116,Whitestone Community of Learning,170.815924,-45.325312,4,00:00.0,43,28,9,2,4,0,0,0
3747,Hawea Flat School,03 443 1467,03 443 1459,office@haweaflat.school.nz,Suzanne Heath,http://www.haweaflat.school.co.nz,576 Camphill Road RD 2,Hawea Flat,Wanaka,576 Camp Hill Road RD 2,,Wanaka,9382,Rural Area,Contributing,Not Applicable,State,Co-Educational,Queenstown-Lakes District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Hawea,Wanaka Ward,,,169.291042,-44.651712,10,00:00.0,248,210,27,0,6,4,1,0
3749,Heriot School,03 204 2007,03 204 2007,office@heriot.school.nz,Colin McHutchon,http://www.heriot.school.nz/,181 Roxburgh Street,Heriot,Tapanui,181 Roxburgh Street RD 2,Heriot,Tapanui,9587,Rural Area,Contributing,Not Applicable,State,Co-Educational,Clutha District,Otago Region,Dunedin,Otago/Southland,Clutha-Southland,Te Tai Tonga,Tuapeka,West Otago Ward,99144,Pomahaka Kāhui Ako,169.273181,-45.839151,10,00:00.0,56,49,6,0,0,1,0,0
3753,Kaikorai School,03 464 0065,03 466 7236,secretary@kaikorai.school.nz,Simon Clarke,http://www.kaikorai.school.nz,22 Tyne Street,Roslyn,Dunedin,22 Tyne Street,Roslyn,Dunedin,9010,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Roslyn North,Area Outside Ward,,,170.491,-45.86544,9,00:00.0,322,256,21,9,24,3,9,0
3754,Kaitangata School,03 413 9783,03 413 9781,office@kaitangata.school.nz,Anneta Payne,,108 Salcombe Street,,Kaitangata,108 Salcombe Street,,Kaitangata,9210,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Clutha District,Otago Region,Dunedin,Otago/Southland,Clutha-Southland,Te Tai Tonga,Kaitangata,Kaitangata-Matau Ward,99080,Big River Community of Learning,169.852553,-46.280564,4,00:00.0,104,73,19,0,4,0,8,0
3755,Kakanui School,03 439 5837,03 439 5810,office@kakanui.school.nz,Ann Roughan,http://www.principal1851.wic.com/kakanui.school.nz,Fyfe Place,,Kakanui,3 Fyfe Place RD 14O,,Oamaru,9495,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Kakanui,Corriedale Ward,,,170.892811,-45.187253,1,00:00.0,50,40,6,0,4,0,0,0
3756,Karitane School,03 465 7475,03 465 7475,karitaneschool@xtra.co.nz,Nicola Philip,,Coast Road,,Karitane,Coast Road RD 1,,Waikouaiti,9471,Rural Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Karitane,Area Outside Ward,,,170.656244,-45.64419,6,00:00.0,20,14,6,0,0,0,0,0
3761,Lee Stream School,03 489 1452,03 489 1453,office@leestream.school.nz,Kim Allan,http://www.leestream.school.nz/,2518 Clarks Junction-Lee Stream Road,,Outram,Lee Stream Road RD 2,,Outram,9074,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Strath Taieri,Area Outside Ward,,,170.097544,-45.781763,9,00:00.0,31,26,5,0,0,0,0,0
3762,Macandrew Bay School,03 476 1004,03 476 1908,admin@macandrewbay.school.nz,Bernadette Newlands,http://macandrewbay.school.nz,488 Portobello Road,Macandrew Bay,Dunedin,488 Portobello Road,Macandrew Bay,Dunedin,9014,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Macandrew Bay,Area Outside Ward,,,170.597757,-45.869692,10,00:00.0,174,135,21,4,4,5,4,1
3764,Macraes Moonlight School,03 465 2420,03 465 2133,,Mel Thatcher,http://www.macraesmoonlight.school.nz/,6 Hyde Street,Macraes Flat,Palmerston,6 Hyde Street RD 3,,Palmerston,9483,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Waihemo,Waihemo Ward,,,170.428328,-45.381017,10,00:00.0,22,19,2,0,0,0,1,0
3765,Maheno School,03 439 5707,03 439 5707,,Ryan Fraser,http://www.maheno.school.nz/,Short Street,,Maheno,Gifford Street RD 6O,,Oamaru,9495,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Maheno,Corriedale Ward,99116,Whitestone Community of Learning,170.834247,-45.167289,6,00:00.0,52,41,6,1,3,0,1,0
3767,Makarora Primary School,03 443 8342,,office@makarora.school.nz,Lynley Ward,http://www.makarora.school.nz/,31 Rata Road,Makarora,Wanaka,P O Box 20,Makarora,Wanaka,9346,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Queenstown-Lakes District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Hawea,Wanaka Ward,,,169.233661,-44.234007,7,00:00.0,11,10,1,0,0,0,0,0
3768,Maori Hill School,03 464 0184,03 464 0180,office@maorihill.school.nz,Verity Harlick,http://www.maorihill.school.nz,Passmore Crescent,Maori Hill,Dunedin,9 Passmore Crescent,Maori Hill,Dunedin,9010,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Maori Hill,Area Outside Ward,,,170.500961,-45.857407,10,00:00.0,262,194,24,0,35,6,3,0
3771,Millers Flat School,03 446 6772,03 446 6775,office@millersflat.school.nz,Hilary Spedding,http://www.millersflat.school.nz/,Teviot Road,,Millers Flat,Private Bag,,Millers Flat,9544,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Central Otago District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Teviot,Teviot Valley Ward,99049,Dunstan Community of Learning,169.409721,-45.659477,6,00:00.0,38,33,3,0,2,0,0,0
3772,Milton School,03 417 8720,03 417 8743,office@milton.school.nz,Tania McNamara,http://www.milton.school.nz,Coronation Court,,Milton,P O Box 73,,Milton,9241,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,Clutha District,Otago Region,Dunedin,Otago/Southland,Clutha-Southland,Te Tai Tonga,Milton,Bruce Ward,99179,Tokomairiro Community of Learning,169.962039,-46.113821,4,00:00.0,175,132,37,3,1,0,2,0
3776,Mornington School,03 453 6794,03 453 6148,office@mornington.school.nz,Brent Caldwell,http://www.mornington.school.nz,34 Elgin Road,Mornington,Dunedin,34 Elgin Road,Mornington,Dunedin,9011,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Mornington,Area Outside Ward,,,170.475507,-45.882501,7,00:00.0,303,219,37,9,17,20,1,0
3778,Elmgrove School,03 489 6252,,,Christopher McKinlay,http://www.elmgrove.school.nz,74 Argyle Street,,Mosgiel,74 Argyle Street,,Mosgiel,9024,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Mosgiel South,Area Outside Ward,,,170.346066,-45.879635,7,00:00.0,328,267,38,4,7,12,0,0
3779,Musselburgh School,03 455 4586,03 455 4566,office@musselburgh.school.nz,Deborah Smith,http://www.musselburgh.school.nz,34 Marlow Street,Musselburgh,Dunedin,34 Marlow Street,Saint Kilda,Dunedin,9012,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,St Kilda East,Area Outside Ward,,,170.51473,-45.903484,5,00:00.0,187,102,44,26,9,4,2,0
3783,North East Valley Normal School,03 473 8246,03 473 8277,office@nevn.school.nz,John McKenzie,http://www.nevn.school.nz,248 North Road,North East Valley,Dunedin,248 North Road,North East Valley,Dunedin,9010,Main Urban Area,Contributing,Normal School with Model Classes,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,North East Valley,Area Outside Ward,99208,Dunedin North Community of Learning ,170.530516,-45.849261,7,00:00.0,265,177,48,10,14,11,4,1
3784,Oamaru Intermediate,03 437 0822,03 437 2822,office@oamaruint.school.nz,Mary Healey,http://www.oamaruint.school.nz,Pembroke Street,,Oamaru,Pembroke Street,Oamaru North,Oamaru,9400,Secondary Urban Area,Intermediate,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Oamaru North,Oamaru Ward,99209,Waitaki Ara Kāhui Ako,170.984291,-45.075688,5,00:00.0,261,181,41,30,5,3,1,0
3785,Oamaru North School,03 434 7512,03 434 0953,office@oamarunorth.school.nz,Peter Roundhill,http://www.oamarunorth.school.nz,Torridge Street,,Oamaru,40 Torridge Street,,Oamaru,9400,Secondary Urban Area,Contributing,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Orana Park,Oamaru Ward,99209,Waitaki Ara Kāhui Ako,170.971459,-45.091733,4,00:00.0,86,29,13,37,6,1,0,0
3788,Omakau School,03 447 3837,03 447 3837,office@omakau.school.nz,Tracy Richmond,http://www.omakau.school.nz,Deaker Street,,Omakau,P O Box 20,,Omakau,9352,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Central Otago District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Dunstan,Earnscleugh-Manuherikia Ward,99049,Dunstan Community of Learning,169.602703,-45.090936,9,00:00.0,72,60,5,0,3,3,1,0
3789,Omarama School,03 438 9815,03 438 9459,principal@omarama.school.nz,Kim McKenzie,http://www.omarama.school.nz,State Highway 8,,Omarama,Counter Delivery,Omarama Postcentre,Omarama,9448,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waitaki District,Canterbury Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Omarama,Ahuriri Ward,,,169.962008,-44.489044,7,00:00.0,52,47,4,0,1,0,0,0
3790,Opoho School,03 473 8019,03 473 8019,opohoschool@xtra.co.nz,Jennifer Clarke,http://www.opohoschool.iwarp.com,96 Signal Hill Road,Opoho,Dunedin,96 Signal Hill Road,Opoho,Dunedin,9010,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Opoho,Area Outside Ward,99208,Dunedin North Community of Learning ,170.532998,-45.853614,10,00:00.0,167,125,21,2,6,6,4,3
3795,Outram School,03 486 1733,,,Jeremy Marshall,http://www.outram.school.nz,1 Beaumaris Street,,Outram,P O Box 22,,Outram,9062,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Outram,Area Outside Ward,,,170.228265,-45.861129,9,00:00.0,163,121,35,0,3,4,0,0
3797,Palmerston School,03 465 1361,03 465 1377,office@palmerston.school.nz,John Goulstone,http://www.palmerston.school.nz,Stromness Street,,Palmerston,40 Stromness Street,,Palmerston,9430,Rural Area,Contributing,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Palmerston,Waihemo Ward,,,170.719149,-45.481026,6,00:00.0,119,90,26,1,0,0,2,0
3798,Papakaio School,03 431 7851,03 431 7033,garys@papakaio.school.nz,Gary Shirley,http://www.papakaio.school.nz/,17 Papakaio Road,,Oamaru,17 Papakaio Road RD 15K,,Oamaru,9494,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Waitaki District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Maheno,Corriedale Ward,99116,Whitestone Community of Learning,170.979606,-44.989896,9,00:00.0,152,107,10,1,25,6,3,0
3801,Pine Hill School (Dunedin),03 473 9148,,principal@pinehilldunedin.school.nz,Melissa Ward,https://pinehilldunedin.school.nz,11 Hislop Street,Pine Hill,Dunedin,11 Hislop Street,Liberton,Dunedin,9010,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Pine Hill,Area Outside Ward,99208,Dunedin North Community of Learning ,170.518155,-45.846454,3,00:00.0,43,18,5,8,5,7,0,0
3802,Poolburn School,03 447 4866,03 447 4866,office@poolburn.school.nz,Sarah Hibberd,http://www..sporty.co.nz/poolburn,1017 Ida Valley-Omakau Road,,Oturehua,1017 Ida Valley-Omakau Road RD 2,,Oturehua,9387,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Central Otago District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Dunstan,Earnscleugh-Manuherikia Ward,99049,Dunstan Community of Learning,169.696288,-45.137212,10,00:00.0,36,27,9,0,0,0,0,0
3803,Port Chalmers School,03 472 8685,03 472 8691,office@portchalmers.school.nz,Vicki Nicolson,http://www.portchalmers.school.nz/,30A Albertson Avenue,,Port Chalmers,30A Albertson Avenue,,Port Chalmers,9023,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Port Chalmers,Area Outside Ward,99208,Dunedin North Community of Learning ,170.617499,-45.821023,6,00:00.0,112,86,21,2,2,0,1,0
3805,Portobello School,03 478 0605,03 478 0605,office@portobello.school.nz,Melanie Jewiss,http://portobello.school.nz,30 Harington Point Road,Portobello,Dunedin,30 Harington Point Road,Portobello,Dunedin,9014,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Broad Bay-Portobello,Area Outside Ward,,,170.657192,-45.838219,8,00:00.0,65,35,24,5,1,0,0,0
3807,Purakaunui School,03 482 1026,03 482 1912,office@purakaunui.school.nz,Tim Cook,http://www.purakaunui.school.nz,8 Mihiwaka Station Road,,Purakanui,8 Mihiwaka Station Road RD 1,,Port Chalmers,9081,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Evansdale,Area Outside Ward,,,170.631805,-45.772771,10,00:00.0,11,6,5,0,0,0,0,0
3808,Ravensbourne School,03 471 0410,03 471 0419,principal@ravensbourne.school.nz,Adele Lidgard,http://www.ravensbourne.school.nz,8 Wanaka Street,Ravensbourne,Dunedin,8 Wanaka Street,Ravensbourne,Dunedin,9022,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,Ravensbourne,Area Outside Ward,99208,Dunedin North Community of Learning ,170.555568,-45.864939,6,00:00.0,19,12,6,0,0,0,1,0
3811,Romahapa School,03 412 8849,,principal@romahapa.school.nz,Mark Preddy,http://www.schoolground.co.nz/romahapa,School Road,,Balclutha,25 School Road RD 1,,Balclutha,9271,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Clutha District,Otago Region,Dunedin,Otago/Southland,Clutha-Southland,Te Tai Tonga,Clutha,Catlins Ward,99080,Big River Community of Learning,169.709364,-46.345605,9,00:00.0,80,67,9,2,2,0,0,0
3812,Rosebank School (Balclutha),03 418 1090,03 418 2407,office@rosebankschool.co.nz,Pauline Simpson,http://www.rosebankprimary.school.nz,Frances Street,,Balclutha,41 Frances Street,,Balclutha,9230,Minor Urban Area,Full Primary,Not Applicable,State,Co-Educational,Clutha District,Otago Region,Dunedin,Otago/Southland,Clutha-Southland,Te Tai Tonga,Balclutha,Balclutha Ward,99080,Big River Community of Learning,169.725072,-46.246552,6,00:00.0,249,170,54,10,9,2,4,0
3815,Sacred Heart School (Dunedin),03 473 8362,03 473 6362,office@sacredheartdn.school.nz,Paul Richardson,http://www.sacredheartdn.school.nz,63 North Road,North East Valley,Dunedin,63 North Road,North East Valley,Dunedin,9010,Main Urban Area,Contributing,Not Applicable,State : Integrated,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,North East Valley,Area Outside Ward,99145,Dunedin Catholic Community of Learning,170.520973,-45.853382,8,00:00.0,43,25,3,3,7,2,0,3
